#  an         x(")        x_er(")     y(")        y_er(")    UT1-TAI(s)  UT1_er(s)    dPsi(")     dPsi_er(")  dEps(")     dEps_er(")
   1992.20   -0.035844    0.000119    0.126945    0.000094 -26.3050654   0.0000080   -0.009648    0.000178   -0.004590    0.000073
   1992.25   -0.083810    0.000145    0.162475    0.000118 -26.3575472   0.0000101   -0.007754    0.000178   -0.004847    0.000073
   1992.30   -0.115169    0.000130    0.202706    0.000110 -26.4087111   0.0000100   -0.007499    0.000173   -0.006082    0.000067
   1992.35   -0.144507    0.000131    0.246320    0.000110 -26.4548733   0.0000081   -0.007585    0.000189   -0.006529    0.000075
   1992.40   -0.156784    0.000134    0.291182    0.000114 -26.4961490   0.0000070   -0.007946    0.000231   -0.006393    0.000100
   1992.45   -0.154230    0.000154    0.335136    0.000130 -26.5294231   0.0000074   -0.011023    0.000246   -0.005959    0.000117
   1992.50   -0.142066    0.000123    0.380920    0.000102 -26.5586917   0.0000080   -0.013305    0.000204   -0.006091    0.000087
   1992.55   -0.115191    0.000086    0.420980    0.000073 -26.5820031   0.0000070   -0.016813    0.000166   -0.005695    0.000068
   1992.60   -0.078284    0.000077    0.459844    0.000068 -26.6093529   0.0000050   -0.019447    0.000141   -0.005842    0.000053
   1992.65   -0.032466    0.000112    0.492956    0.000102 -26.6418500   0.0000080   -0.020698    0.000176   -0.006134    0.000077
   1992.70    0.014422    0.000131    0.506757    0.000113 -26.6769914   0.0000070   -0.021093    0.000189   -0.005083    0.000089
   1992.75    0.056441    0.000131    0.504346    0.000114 -26.7132687   0.0000050   -0.021188    0.000181   -0.004896    0.000084
   1992.80    0.102479    0.000107    0.493861    0.000093 -26.7555883   0.0000050   -0.018759    0.000166   -0.004945    0.000070
   1992.85    0.137624    0.000118    0.472332    0.000092 -26.8005721   0.0000060   -0.016715    0.000168   -0.004096    0.000072
   1992.90    0.169862    0.000118    0.444042    0.000095 -26.8449672   0.0000050   -0.015157    0.000166   -0.003153    0.000071
   1992.95    0.186884    0.000133    0.406547    0.000110 -26.8911816   0.0000060   -0.013291    0.000171   -0.002610    0.000073
   1993.00    0.205955    0.000136    0.360837    0.000123 -26.9364084   0.0000060   -0.013184    0.000156   -0.001840    0.000062
   1993.05    0.213336    0.000141    0.311696    0.000133 -26.9825112   0.0000060   -0.013783    0.000161   -0.002202    0.000061
   1993.10    0.205404    0.000150    0.266196    0.000137 -27.0295500   0.0000070   -0.013753    0.000173   -0.003305    0.000068
   1993.15    0.186046    0.000152    0.224366    0.000140 -27.0782642   0.0000070   -0.013181    0.000163   -0.003744    0.000065
   1993.20    0.157245    0.000131    0.193905    0.000121 -27.1264142   0.0000077   -0.012837    0.000168   -0.005361    0.000068
   1993.25    0.113129    0.000159    0.170406    0.000150 -27.1766536   0.0000070   -0.011857    0.000181   -0.006624    0.000072
   1993.30    0.063616    0.000149    0.163925    0.000147 -27.2281716   0.0000070   -0.011196    0.000178   -0.006705    0.000075
   1993.35    0.024915    0.000123    0.166360    0.000116 -27.2801810   0.0000050   -0.011463    0.000153   -0.007301    0.000057
   1993.40   -0.004939    0.000142    0.176798    0.000124 -27.3261557   0.0000060   -0.012590    0.000151   -0.007640    0.000063
   1993.45   -0.037115    0.000121    0.190854    0.000110 -27.3667726   0.0000050   -0.014384    0.000143   -0.007256    0.000053
   1993.50   -0.063693    0.000122    0.210805    0.000111 -27.4015825   0.0000060   -0.018223    0.000146   -0.006768    0.000058
   1993.55   -0.072908    0.000113    0.233942    0.000102 -27.4303061   0.0000070   -0.020081    0.000143   -0.007108    0.000054
   1993.60   -0.091171    0.000113    0.266628    0.000103 -27.4620960   0.0000060   -0.023282    0.000153   -0.006669    0.000059
   1993.65   -0.101404    0.000122    0.302599    0.000109 -27.4966180   0.0000060   -0.024924    0.000161   -0.006848    0.000059
   1993.70   -0.099559    0.000132    0.337721    0.000120 -27.5335866   0.0000070   -0.024968    0.000158   -0.006936    0.000065
   1993.75   -0.095441    0.000105    0.370679    0.000094 -27.5749329   0.0000040   -0.024804    0.000146   -0.005873    0.000064
   1993.80   -0.081661    0.000118    0.404126    0.000105 -27.6214465   0.0000050   -0.023502    0.000151   -0.005404    0.000065
   1993.85   -0.063151    0.000142    0.429111    0.000121 -27.6694168   0.0000060   -0.020840    0.000148   -0.005376    0.000069
   1993.90   -0.041630    0.000127    0.447939    0.000119 -27.7141448   0.0000050   -0.018949    0.000126   -0.004262    0.000053
   1993.95   -0.020374    0.000073    0.465021    0.000070 -27.7552603   0.0000050   -0.017918    0.000136   -0.003553    0.000059
   1994.00    0.010765    0.000068    0.477612    0.000061 -27.8005512   0.0000034   -0.016763    0.000123   -0.003492    0.000048
   1994.05    0.053754    0.000068    0.478406    0.000061 -27.8418182   0.0000030   -0.017971    0.000111   -0.003072    0.000039
   1994.10    0.098630    0.000105    0.466862    0.000091 -27.8830585   0.0000041   -0.018595    0.000141   -0.003889    0.000054
   1994.15    0.135331    0.000164    0.448277    0.000142 -27.9258015   0.0000070   -0.017880    0.000184   -0.005255    0.000075
   1994.20    0.157653    0.000155    0.422133    0.000129 -27.9746669   0.0000060   -0.017568    0.000163   -0.006019    0.000058
   1994.25    0.174998    0.000156    0.390114    0.000135 -28.0213261   0.0000060   -0.016926    0.000171   -0.007306    0.000058
   1994.30    0.183625    0.000136    0.357197    0.000118 -28.0679263   0.0000059   -0.015526    0.000156   -0.007747    0.000055
   1994.35    0.186777    0.000101    0.317990    0.000085 -28.1147401   0.0000040   -0.016546    0.000123   -0.007868    0.000039
   1994.40    0.180944    0.000121    0.280980    0.000104 -28.1579215   0.0000050   -0.017638    0.000146   -0.007934    0.000051
   1994.45    0.161058    0.000128    0.243866    0.000115 -28.1920477   0.0000050   -0.019802    0.000171   -0.008244    0.000060
   1994.50    0.134618    0.000118    0.210545    0.000107 -28.2177864   0.0000050   -0.022561    0.000158   -0.007778    0.000055
   1994.55    0.101171    0.000109    0.185093    0.000099 -28.2430522   0.0000060   -0.026045    0.000153   -0.007773    0.000055
   1994.60    0.067697    0.000109    0.171876    0.000100 -28.2695323   0.0000070   -0.027553    0.000151   -0.007806    0.000059
   1994.65    0.027725    0.000096    0.168453    0.000086 -28.2962539   0.0000050   -0.030150    0.000128   -0.007590    0.000044
   1994.70   -0.017051    0.000096    0.178505    0.000086 -28.3330043   0.0000050   -0.030284    0.000133   -0.007494    0.000046
   1994.75   -0.066607    0.000093    0.199774    0.000086 -28.3766269   0.0000050   -0.029299    0.000128   -0.007371    0.000044
   1994.80   -0.107799    0.000081    0.232374    0.000079 -28.4196872   0.0000040   -0.028535    0.000106   -0.006324    0.000034
   1994.85   -0.141372    0.000100    0.272194    0.000094 -28.4635978   0.0000050   -0.026345    0.000121   -0.005687    0.000046
   1994.90   -0.152255    0.000092    0.320847    0.000088 -28.5078952   0.0000050   -0.024152    0.000106   -0.005248    0.000038
   1994.95   -0.154127    0.000063    0.367593    0.000068 -28.5513843   0.0000040   -0.023365    0.000080   -0.004516    0.000024
   1995.00   -0.152768    0.000063    0.416936    0.000060 -28.6008735   0.0000050   -0.023022    0.000065   -0.004358    0.000021
   1995.05   -0.125832    0.000136    0.460557    0.000104 -28.6480357   0.0000050   -0.022129    0.000093   -0.004621    0.000041
   1995.10   -0.108708    0.000162    0.495365    0.000110 -28.6960418   0.0000050   -0.023820    0.000101   -0.004878    0.000042
   1995.15   -0.072668    0.000201    0.525070    0.000143 -28.7425837   0.0000051   -0.023605    0.000113   -0.005982    0.000052
   1995.20   -0.021939    0.000181    0.546490    0.000129 -28.7953031   0.0000040   -0.022429    0.000103   -0.007167    0.000046
   1995.25    0.034110    0.000146    0.557494    0.000110 -28.8459808   0.0000040   -0.022058    0.000098   -0.008134    0.000050
   1995.30    0.093197    0.000109    0.555080    0.000083 -28.8967672   0.0000040   -0.021628    0.000093   -0.008904    0.000049
   1995.35    0.162260    0.000134    0.533476    0.000107 -28.9466576   0.0000050   -0.020842    0.000111   -0.008904    0.000062
   1995.40    0.209601    0.000169    0.497086    0.000133 -28.9923151   0.0000050   -0.022954    0.000101   -0.008832    0.000055
   1995.45    0.254925    0.000137    0.443337    0.000112 -29.0324470   0.0000050   -0.024919    0.000106   -0.008717    0.000058
   1995.50    0.281625    0.000109    0.378510    0.000091 -29.0649923   0.0000049   -0.027905    0.000121   -0.008780    0.000065
   1995.55    0.287444    0.000144    0.308113    0.000120 -29.0911392   0.0000070   -0.031237    0.000148   -0.008582    0.000074
   1995.60    0.273212    0.000162    0.237902    0.000133 -29.1139151   0.0000060   -0.033936    0.000163   -0.008933    0.000078
   1995.65    0.238227    0.000158    0.179798    0.000120 -29.1428609   0.0000040   -0.035090    0.000143   -0.008562    0.000064
   1995.70    0.190492    0.000154    0.134763    0.000123 -29.1792748   0.0000050   -0.036497    0.000133   -0.008307    0.000061
   1995.75    0.134064    0.000132    0.105665    0.000103 -29.2213954   0.0000050   -0.035371    0.000116   -0.008006    0.000051
   1995.80    0.067343    0.000092    0.086405    0.000071 -29.2642790   0.0000050   -0.033490    0.000101   -0.007742    0.000041
   1995.85    0.002868    0.000110    0.084212    0.000087 -29.3069936   0.0000050   -0.032663    0.000103   -0.006448    0.000048
   1995.90   -0.067562    0.000125    0.101362    0.000101 -29.3531398   0.0000040   -0.030601    0.000101   -0.005926    0.000050
   1995.95   -0.137270    0.000127    0.136691    0.000100 -29.3993477   0.0000042   -0.029202    0.000090   -0.005260    0.000042
   1996.00   -0.174951    0.000149    0.192174    0.000126 -29.4430888   0.0000041   -0.029436    0.000108   -0.005075    0.000046
   1996.05   -0.204205    0.000168    0.247040    0.000145 -29.4783045   0.0000352   -0.029928    0.000131   -0.005259    0.000049
   1996.10   -0.222953    0.000155    0.311854    0.000134 -29.5110630   0.0000086   -0.028794    0.000141   -0.005801    0.000053
   1996.15   -0.219773    0.000142    0.378608    0.000123 -29.5484261   0.0000150   -0.030027    0.000138   -0.006467    0.000047
   1996.20   -0.195710    0.000133    0.449029    0.000121 -29.5907264   0.0000120   -0.029129    0.000133   -0.007757    0.000044
   1996.25   -0.152505    0.000139    0.507865    0.000126 -29.6311273   0.0000170   -0.027967    0.000158   -0.008632    0.000058
   1996.30   -0.102359    0.000156    0.552136    0.000138 -29.6730898   0.0000120   -0.027797    0.000196   -0.009199    0.000080
   1996.35   -0.033629    0.000157    0.584517    0.000138 -29.7157282   0.0000130   -0.028272    0.000194   -0.009544    0.000087
   1996.40    0.040306    0.000154    0.596521    0.000136 -29.7555301   0.0000109   -0.028416    0.000158   -0.009503    0.000072
   1996.45    0.115980    0.000136    0.581732    0.000123 -29.7872400   0.0000079   -0.031563    0.000131   -0.008984    0.000052
   1996.50    0.182107    0.000120    0.545733    0.000110 -29.8140424   0.0000150   -0.034223    0.000121   -0.008958    0.000043
   1996.55    0.237836    0.000115    0.495837    0.000105 -29.8350226   0.0000150   -0.036891    0.000126   -0.008935    0.000045
   1996.60    0.268562    0.000128    0.437762    0.000115 -29.8575141   0.0000092   -0.039901    0.000141   -0.008893    0.000054
   1996.65    0.296540    0.000104    0.370643    0.000100 -29.8777918   0.0000089   -0.041413    0.000116   -0.009107    0.000041
   1996.70    0.290040    0.000111    0.296355    0.000099 -29.9024004   0.0000110   -0.041534    0.000108   -0.008464    0.000043
   1996.75    0.267444    0.000097    0.227787    0.000089 -29.9347626   0.0000100   -0.041825    0.000096   -0.007709    0.000040
   1996.80    0.227225    0.000070    0.171415    0.000071 -29.9709513   0.0000102   -0.040007    0.000083   -0.007585    0.000037
   1996.85    0.175261    0.000037    0.122448    0.000042 -30.0079236   0.0000130   -0.037298    0.000060   -0.007087    0.000025
   1996.90    0.108551    0.000046    0.096518    0.000051 -30.0433300   0.0000120   -0.036939    0.000063   -0.005866    0.000028
   1996.95    0.041033    0.000072    0.086523    0.000075 -30.0755842   0.0000100   -0.035378    0.000073   -0.005481    0.000038
   1997.00   -0.019681    0.000102    0.095290    0.000096 -30.1103415   0.0000150   -0.034534    0.000133   -0.005033    0.000042
   1997.05   -0.074495    0.000077    0.119494    0.000074 -30.1448705   0.0000065   -0.035328    0.000146   -0.005104    0.000022
   1997.10   -0.123061    0.000060    0.156794    0.000059 -30.1742366   0.0000060   -0.036124    0.000136   -0.005527    0.000019
   1997.15   -0.162264    0.000101    0.205010    0.000093 -30.2060791   0.0000100   -0.034797    0.000189   -0.006435    0.000032
   1997.20   -0.186555    0.000116    0.264088    0.000106 -30.2469940   0.0000060   -0.035338    0.000214   -0.007247    0.000035
   1997.25   -0.189103    0.000092    0.331996    0.000088 -30.2940531   0.0000110   -0.034003    0.000186   -0.008366    0.000027
   1997.30   -0.175313    0.000111    0.397003    0.000101 -30.3388643   0.0000070   -0.033525    0.000229   -0.008817    0.000037
   1997.35   -0.145316    0.000093    0.452574    0.000087 -30.3783905   0.0000091   -0.034468    0.000196   -0.009043    0.000029
   1997.40   -0.098297    0.000082    0.498453    0.000080 -30.4172919   0.0000080   -0.035773    0.000163   -0.009072    0.000022
   1997.45   -0.048733    0.000111    0.525444    0.000100 -30.4521995   0.0000076   -0.037219    0.000221   -0.009116    0.000037
   1997.50    0.022766    0.000112    0.536360    0.000099 -30.4726660   0.0000120   -0.041089    0.000229   -0.008553    0.000042
   1997.55    0.089411    0.000086    0.526618    0.000084 -30.4916302   0.0000110   -0.043666    0.000178   -0.008542    0.000028
   1997.60    0.140508    0.000103    0.504343    0.000095 -30.5192712   0.0000100   -0.045658    0.000199   -0.008484    0.000033
   1997.65    0.180746    0.000117    0.468105    0.000104 -30.5447511   0.0000090   -0.047947    0.000206   -0.008432    0.000039
   1997.70    0.215922    0.000105    0.429591    0.000095 -30.5739642   0.0000090   -0.047898    0.000176   -0.008254    0.000034
   1997.75    0.221368    0.000121    0.379123    0.000104 -30.6092396   0.0000090   -0.047048    0.000251   -0.007458    0.000048
   1997.80    0.226461    0.000124    0.329534    0.000107 -30.6471399   0.0000080   -0.046514    0.000261   -0.006572    0.000049
   1997.85    0.214959    0.000120    0.278743    0.000107 -30.6861650   0.0000080   -0.044428    0.000224   -0.006413    0.000040
   1997.90    0.189567    0.000099    0.235582    0.000094 -30.7215159   0.0000060   -0.042279    0.000173   -0.005441    0.000033
   1997.95    0.150237    0.000056    0.201090    0.000060 -30.7521432   0.0000060   -0.042715    0.000113   -0.004873    0.000022
   1998.00    0.104187    0.000067    0.175394    0.000073 -30.7823851   0.0000069   -0.041343    0.000088   -0.004555    0.000028
   1998.05    0.051720    0.000079    0.167280    0.000087 -30.8121800   0.0000070   -0.041317    0.000080   -0.004696    0.000043
   1998.10   -0.004125    0.000066    0.172605    0.000069 -30.8487578   0.0000080   -0.041658    0.000068   -0.005071    0.000030
   1998.15   -0.049729    0.000074    0.187647    0.000080 -30.8869079   0.0000080   -0.041305    0.000073   -0.005837    0.000033
   1998.20   -0.080757    0.000080    0.219240    0.000089 -30.9253525   0.0000060   -0.040038    0.000093   -0.006752    0.000039
   1998.25   -0.110093    0.000080    0.253813    0.000088 -30.9626163   0.0000110   -0.040194    0.000101   -0.007782    0.000040
   1998.30   -0.113920    0.000070    0.301683    0.000075 -30.9991446   0.0000090   -0.038802    0.000090   -0.008314    0.000035
   1998.35   -0.113564    0.000073    0.343854    0.000081 -31.0341816   0.0000060   -0.039202    0.000096   -0.008323    0.000041
   1998.40   -0.107687    0.000070    0.382713    0.000078 -31.0672597   0.0000090   -0.041353    0.000096   -0.008567    0.000044
   1998.45   -0.098763    0.000068    0.414621    0.000074 -31.0900042   0.0000070   -0.042659    0.000088   -0.008279    0.000040
   1998.50   -0.065298    0.000070    0.441033    0.000075 -31.1008322   0.0000100   -0.045439    0.000093   -0.008258    0.000041
   1998.55   -0.021308    0.000075    0.465668    0.000082 -31.1074528   0.0000119   -0.049267    0.000103   -0.008049    0.000044
   1998.60    0.017972    0.000074    0.478441    0.000079 -31.1159060   0.0000130   -0.051168    0.000090   -0.008013    0.000035
   1998.65    0.058449    0.000081    0.476680    0.000088 -31.1251831   0.0000110   -0.052469    0.000106   -0.007753    0.000042
   1998.70    0.097833    0.000084    0.466293    0.000092 -31.1406763   0.0000100   -0.053738    0.000111   -0.007750    0.000041
   1998.75    0.126952    0.000086    0.444765    0.000092 -31.1604003   0.0000056   -0.052101    0.000098   -0.007378    0.000035
   1998.80    0.149002    0.000089    0.418029    0.000098 -31.1859598   0.0000107   -0.050632    0.000113   -0.006243    0.000048
   1998.85    0.163930    0.000086    0.387656    0.000096 -31.2136923   0.0000100   -0.049385    0.000121   -0.005443    0.000052
   1998.90    0.156145    0.000081    0.350535    0.000091 -31.2417578   0.0000070   -0.047865    0.000108   -0.005007    0.000046
   1998.95    0.139195    0.000078    0.321873    0.000083 -31.2647368   0.0000060   -0.046922    0.000096   -0.003818    0.000040
   1999.00    0.140420    0.000086    0.296127    0.000078 -31.2825558   0.0000060   -0.048031    0.000090   -0.003954    0.000030
   1999.05    0.120355    0.000107    0.272321    0.000083 -31.2997026   0.0000080   -0.046237    0.000108   -0.003943    0.000034
   1999.10    0.099683    0.000112    0.253152    0.000087 -31.3201446   0.0000140   -0.046684    0.000138   -0.004525    0.000050
   1999.15    0.075514    0.000106    0.244317    0.000082 -31.3428387   0.0000105   -0.046677    0.000108   -0.005253    0.000037
   1999.20    0.055405    0.000097    0.240662    0.000077 -31.3614676   0.0000050   -0.045119    0.000085   -0.006332    0.000028
   1999.25    0.024545    0.000086    0.240410    0.000069 -31.3850369   0.0000080   -0.044357    0.000073   -0.006827    0.000025
   1999.30    0.001031    0.000067    0.248471    0.000055 -31.4110751   0.0000079   -0.044854    0.000060   -0.007889    0.000020
   1999.35   -0.016802    0.000061    0.263401    0.000050 -31.4350250   0.0000090   -0.043749    0.000060   -0.007908    0.000018
   1999.40   -0.022660    0.000080    0.281714    0.000063 -31.4552422   0.0000070   -0.045011    0.000073   -0.007536    0.000024
   1999.45   -0.031840    0.000082    0.296908    0.000063 -31.4725946   0.0000070   -0.048444    0.000080   -0.007631    0.000024
   1999.50   -0.030775    0.000086    0.312288    0.000067 -31.4815478   0.0000091   -0.050087    0.000088   -0.007321    0.000028
   1999.55   -0.024646    0.000084    0.330503    0.000066 -31.4869168   0.0000099   -0.053413    0.000085   -0.007226    0.000029
   1999.60   -0.015517    0.000074    0.344664    0.000059 -31.4938266   0.0000100   -0.056673    0.000075   -0.007468    0.000024
   1999.65   -0.008281    0.000107    0.361044    0.000079 -31.5037349   0.0000100   -0.057300    0.000106   -0.007380    0.000037
   1999.70    0.001635    0.000120    0.371189    0.000088 -31.5172819   0.0000090   -0.057506    0.000126   -0.006673    0.000041
   1999.75    0.007314    0.000124    0.379788    0.000091 -31.5308335   0.0000070   -0.057293    0.000136   -0.006422    0.000044
   1999.80    0.016053    0.000124    0.383429    0.000089 -31.5511584   0.0000080   -0.054580    0.000138   -0.005875    0.000048
   1999.85    0.024802    0.000122    0.379651    0.000091 -31.5761668   0.0000100   -0.053415    0.000123   -0.004522    0.000041
   1999.90    0.032718    0.000096    0.377809    0.000076 -31.6018492   0.0000059   -0.051796    0.000090   -0.003709    0.000028
   1999.95    0.036914    0.000058    0.381071    0.000049 -31.6232272   0.0000100   -0.050755    0.000060   -0.003320    0.000016
   2000.00    0.041729    0.000065    0.377490    0.000048 -31.6432070   0.0000090   -0.050250    0.000063   -0.002421    0.000017
   2000.05    0.051529    0.000075    0.376032    0.000050 -31.6586051   0.0000100   -0.051699    0.000053   -0.002838    0.000016
   2000.10    0.061490    0.000074    0.373355    0.000049 -31.6761960   0.0000110   -0.049314    0.000045   -0.003188    0.000013
   2000.15    0.067802    0.000074    0.365141    0.000049 -31.6916044   0.0000099   -0.049721    0.000058   -0.003999    0.000019
   2000.20    0.072673    0.000079    0.357149    0.000054 -31.7097179   0.0000110   -0.049489    0.000050   -0.005077    0.000016
   2000.25    0.075205    0.000078    0.346876    0.000052 -31.7251484   0.0000140   -0.047316    0.000073   -0.005998    0.000027
   2000.30    0.082937    0.000065    0.342750    0.000043 -31.7436429   0.0000100   -0.047549    0.000093   -0.006284    0.000033
   2000.35    0.088650    0.000060    0.332919    0.000039 -31.7637668   0.0000100   -0.048584    0.000096   -0.007010    0.000030
   2000.40    0.097953    0.000057    0.322190    0.000037 -31.7812300   0.0000140   -0.048214    0.000073   -0.006844    0.000018
   2000.45    0.112540    0.000057    0.304798    0.000037 -31.7919092   0.0000150   -0.050650    0.000101   -0.006413    0.000035
   2000.50    0.108842    0.000060    0.279883    0.000039 -31.7960101   0.0000100   -0.054787    0.000080   -0.006464    0.000027
   2000.55    0.096242    0.000063    0.261917    0.000041 -31.8003716   0.0000090   -0.056568    0.000096   -0.006337    0.000030
   2000.60    0.082247    0.000066    0.248579    0.000043 -31.7996189   0.0000101   -0.059304    0.000138   -0.006292    0.000045
   2000.65    0.059052    0.000069    0.243065    0.000046 -31.8054200   0.0000146   -0.060965    0.000138   -0.006608    0.000045
   2000.70    0.025797    0.000069    0.240619    0.000046 -31.8140508   0.0000050   -0.060247    0.000133   -0.006072    0.000042
   2000.75   -0.006167    0.000064    0.246745    0.000041 -31.8237255   0.0000130   -0.059920    0.000111   -0.005205    0.000034
   2000.80   -0.035544    0.000064    0.262805    0.000041 -31.8399345   0.0000190   -0.058319    0.000080   -0.004574    0.000023
   2000.85   -0.059966    0.000065    0.292178    0.000042 -31.8618798   0.0000055   -0.055718    0.000075   -0.003858    0.000023
   2000.90   -0.077677    0.000065    0.325332    0.000043 -31.8780702   0.0000069   -0.055179    0.000055   -0.002818    0.000014
   2000.95   -0.081525    0.000065    0.358027    0.000043 -31.8951925   0.0000090   -0.053776    0.000055   -0.002165    0.000014
   2001.00   -0.073945    0.000063    0.396563    0.000045 -31.9076049   0.0000110   -0.052926    0.000075   -0.002044    0.000027
   2001.05   -0.061187    0.000060    0.426849    0.000046 -31.9177957   0.0000125   -0.052740    0.000063   -0.001725    0.000025
   2001.10   -0.032941    0.000065    0.452213    0.000050 -31.9243507   0.0000122   -0.054038    0.000060   -0.002448    0.000023
   2001.15    0.002973    0.000067    0.475812    0.000052 -31.9385787   0.0000080   -0.051373    0.000070   -0.002877    0.000030
   2001.20    0.044431    0.000067    0.487118    0.000052 -31.9592885   0.0000090   -0.051300    0.000055   -0.004037    0.000022
   2001.25    0.091560    0.000067    0.489542    0.000051 -31.9753918   0.0000051   -0.050594    0.000058   -0.005107    0.000023
   2001.30    0.137667    0.000063    0.477944    0.000048 -31.9909930   0.0000120   -0.049006    0.000060   -0.005376    0.000023
   2001.35    0.179458    0.000060    0.452623    0.000046 -32.0073591   0.0000080   -0.050319    0.000065   -0.005732    0.000025
   2001.40    0.215547    0.000058    0.409339    0.000044 -32.0232378   0.0000030   -0.051736    0.000080   -0.006118    0.000032
   2001.45    0.242902    0.000059    0.359562    0.000045 -32.0254934   0.0000060   -0.052637    0.000090   -0.006093    0.000038
   2001.50    0.253061    0.000059    0.305362    0.000045 -32.0263389   0.0000080   -0.055827    0.000078   -0.005634    0.000028
   2001.55    0.247434    0.000059    0.249736    0.000045 -32.0259515   0.0000090   -0.059138    0.000090   -0.005989    0.000035
   2001.60    0.220645    0.000063    0.200031    0.000048 -32.0216808   0.0000071   -0.060422    0.000101   -0.005592    0.000041
   2001.65    0.175377    0.000067    0.159174    0.000052 -32.0262246   0.0000067   -0.062238    0.000103   -0.005631    0.000040
   2001.70    0.125083    0.000066    0.132654    0.000050 -32.0313636   0.0000070   -0.062221    0.000093   -0.005615    0.000039
   2001.75    0.064881    0.000065    0.118501    0.000049 -32.0390147   0.0000062   -0.060716    0.000088   -0.004602    0.000037
   2001.80    0.000651    0.000066    0.121081    0.000050 -32.0541451   0.0000090   -0.059557    0.000083   -0.003951    0.000036
   2001.85   -0.059688    0.000066    0.141920    0.000050 -32.0706707   0.0000073   -0.057469    0.000075   -0.003114    0.000030
   2001.90   -0.102107    0.000066    0.180697    0.000050 -32.0873872   0.0000100   -0.055758    0.000088   -0.002260    0.000036
   2001.95   -0.152772    0.000065    0.228185    0.000049 -32.0994212   0.0000059   -0.055403    0.000085   -0.001499    0.000034
   2002.00   -0.177683    0.000078    0.290992    0.000061 -32.1161249   0.0000071   -0.054565    0.000075   -0.001450    0.000033
   2002.05   -0.179772    0.000094    0.348712    0.000075 -32.1277338   0.0000040   -0.053897    0.000063   -0.001503    0.000029
   2002.10   -0.163306    0.000095    0.407091    0.000076 -32.1397301   0.0000060   -0.053952    0.000080   -0.001665    0.000038
   2002.15   -0.134813    0.000094    0.461959    0.000075 -32.1563733   0.0000107   -0.054132    0.000073   -0.002848    0.000031
   2002.20   -0.088381    0.000095    0.513483    0.000074 -32.1740358   0.0000115   -0.051993    0.000073   -0.002860    0.000029
   2002.25   -0.027647    0.000093    0.542045    0.000073 -32.1884629   0.0000042   -0.051409    0.000078   -0.004226    0.000035
   2002.30    0.028885    0.000087    0.554471    0.000069 -32.2019943   0.0000030   -0.050747    0.000083   -0.005066    0.000036
   2002.35    0.091912    0.000085    0.550168    0.000067 -32.2140416   0.0000060   -0.050504    0.000078   -0.004764    0.000028
   2002.40    0.142541    0.000087    0.534064    0.000069 -32.2288422   0.0000034   -0.052703    0.000093   -0.004972    0.000038
   2002.45    0.193918    0.000087    0.504606    0.000068 -32.2299201   0.0000060   -0.054313    0.000103   -0.005325    0.000045
   2002.50    0.228513    0.000086    0.458331    0.000066 -32.2297152   0.0000060   -0.056472    0.000098   -0.005218    0.000042
   2002.55    0.243592    0.000085    0.403841    0.000065 -32.2311889   0.0000040   -0.059878    0.000088   -0.004731    0.000039
   2002.60    0.257190    0.000086    0.349009    0.000067 -32.2254364   0.0000050   -0.061610    0.000101   -0.005400    0.000042
   2002.65    0.256186    0.000087    0.295861    0.000067 -32.2249376   0.0000050   -0.062539    0.000098   -0.004445    0.000040
   2002.70    0.236070    0.000087    0.242540    0.000066 -32.2287669   0.0000040   -0.063223    0.000085   -0.004665    0.000034
   2002.75    0.197497    0.000088    0.200080    0.000068 -32.2342564   0.0000040   -0.061654    0.000070   -0.004392    0.000029
   2002.80    0.151552    0.000090    0.165246    0.000070 -32.2428203   0.0000080   -0.060003    0.000065   -0.003106    0.000030
   2002.85    0.084951    0.000091    0.147004    0.000070 -32.2534708   0.0000081   -0.057975    0.000073   -0.002571    0.000033
   2002.90    0.022914    0.000090    0.141562    0.000069 -32.2627575   0.0000052   -0.056202    0.000073   -0.002072    0.000035
   2002.95   -0.038637    0.000089    0.153019    0.000068 -32.2764151   0.0000090   -0.055619    0.000068   -0.000976    0.000032
   2003.00   -0.089251    0.000080    0.187419    0.000071 -32.2882909   0.0000101   -0.055304    0.000085   -0.000677    0.000034
   2003.05   -0.127647    0.000076    0.229230    0.000077 -32.3004355   0.0000080   -0.054324    0.000111   -0.001316    0.000039
   2003.10   -0.148376    0.000079    0.278388    0.000079 -32.3077939   0.0000040   -0.054015    0.000113   -0.001319    0.000039
   2003.15   -0.154760    0.000076    0.331420    0.000075 -32.3188343   0.0000080   -0.053965    0.000111   -0.001988    0.000039
   2003.20   -0.156332    0.000075    0.383846    0.000074 -32.3301402   0.0000072   -0.052373    0.000101   -0.003579    0.000034
   2003.25   -0.131791    0.000073    0.439526    0.000073 -32.3438547   0.0000030   -0.051603    0.000106   -0.003222    0.000040
   2003.30   -0.094415    0.000071    0.486650    0.000070 -32.3572176   0.0000100   -0.051459    0.000098   -0.004655    0.000037
   2003.35   -0.044925    0.000071    0.522393    0.000069 -32.3654937   0.0000029   -0.050601    0.000096   -0.005396    0.000037
   2003.40    0.001662    0.000071    0.543278    0.000070 -32.3738532   0.0000078   -0.051700    0.000103   -0.004485    0.000039
   2003.45    0.063560    0.000070    0.547103    0.000069 -32.3742345   0.0000119   -0.055209    0.000108   -0.004541    0.000041
